case_id,case_type,disputed_amount,court_level,taxpayer_category,legal_grounds,case_duration_days,prior_compliance_score,representation,num_prior_disputes,taxpayer_risk_score,outcome
KRA-CASE-01075,Excise Duty,64266324.04,Court of Appeal,SME,Incorrect Assessment,399,93,Self-Represented,12,98,0
KRA-CASE-01076,Excise Duty,19987126.43,Tax Appeals Tribunal,SME,Input Tax Credit,465,89,Legal Counsel,3,35,1
KRA-CASE-01077,Excise Duty,3876319.77,Tax Appeals Tribunal,SME,Double Taxation,685,72,Self-Represented,12,7,0
KRA-CASE-01078,Customs Duty,78966434.95,Court of Appeal,Individual,Double Taxation,1807,2,Tax Consultant,13,34,1
KRA-CASE-01079,Customs Duty,63586944.93,Tax Appeals Tribunal,Individual,Valuation Dispute,197,38,Tax Consultant,14,53,0
KRA-CASE-01080,PAYE,21449785.08,High Court,Individual,Procedural Error,219,54,Legal Counsel,9,21,1
KRA-CASE-01081,Income Tax,34960162.1,Tax Appeals Tribunal,SME,Statute of Limitations,1456,55,Legal Counsel,12,1,1
KRA-CASE-01082,PAYE,78318083.78,Tax Appeals Tribunal,Individual,Statute of Limitations,693,85,Tax Consultant,10,1,1
KRA-CASE-01083,Income Tax,89655286.19,Court of Appeal,SME,Exemption Claim,262,86,Legal Counsel,0,57,1
KRA-CASE-01084,Income Tax,63447590.64,High Court,SME,Procedural Error,477,95,Tax Consultant,13,89,1
KRA-CASE-01085,PAYE,77449720.33,High Court,Individual,Double Taxation,421,86,Legal Counsel,0,47,0
KRA-CASE-01086,Customs Duty,1668317.31,High Court,SME,Incorrect Assessment,1462,63,Legal Counsel,14,52,1
KRA-CASE-01087,Excise Duty,35205311.39,High Court,SME,Exemption Claim,262,22,Legal Counsel,11,22,1
KRA-CASE-01088,PAYE,59509436.42,Tax Appeals Tribunal,SME,Valuation Dispute,1328,36,Legal Counsel,3,11,1
KRA-CASE-01089,VAT,9009312.1,Tax Appeals Tribunal,Multinational,Incorrect Assessment,1046,95,Tax Consultant,3,81,0
KRA-CASE-01090,Excise Duty,50360983.93,High Court,Large Corporation,Valuation Dispute,463,28,Tax Consultant,12,14,1
KRA-CASE-01091,Income Tax,85641446.08,Court of Appeal,SME,Input Tax Credit,875,82,Legal Counsel,12,0,1
KRA-CASE-01092,Customs Duty,78230495.6,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,659,53,Legal Counsel,0,53,1
KRA-CASE-01093,VAT,1602229.99,Tax Appeals Tribunal,SME,Exemption Claim,716,21,Tax Consultant,13,30,0
KRA-CASE-01094,PAYE,97350357.79,Tax Appeals Tribunal,Large Corporation,Procedural Error,1671,73,Legal Counsel,12,93,1
KRA-CASE-01095,Income Tax,40341745.99,Tax Appeals Tribunal,Individual,Double Taxation,233,90,Tax Consultant,3,80,0
KRA-CASE-01096,PAYE,78438915.33,High Court,Large Corporation,Transfer Pricing Dispute,1744,70,Self-Represented,10,26,1
KRA-CASE-01097,VAT,9371877.43,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,86,79,Legal Counsel,2,73,0
KRA-CASE-01098,Excise Duty,2577723.14,High Court,Multinational,Exemption Claim,412,30,Legal Counsel,7,38,1
KRA-CASE-01099,Income Tax,53564951.17,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1607,33,Legal Counsel,8,10,1
KRA-CASE-01100,Income Tax,62762429.0,High Court,SME,Incorrect Assessment,257,58,Tax Consultant,3,13,1
KRA-CASE-01101,Income Tax,28282180.69,High Court,Individual,Input Tax Credit,1759,46,Tax Consultant,6,50,1
KRA-CASE-01102,VAT,49129143.9,Tax Appeals Tribunal,Individual,Incorrect Assessment,460,87,Legal Counsel,10,81,0
KRA-CASE-01103,Excise Duty,80864478.06,Tax Appeals Tribunal,Individual,Statute of Limitations,1380,72,Legal Counsel,1,15,0
KRA-CASE-01104,Customs Duty,99374270.79,Tax Appeals Tribunal,Large Corporation,Procedural Error,354,66,Legal Counsel,3,24,1
KRA-CASE-01105,PAYE,3004046.52,Tax Appeals Tribunal,SME,Statute of Limitations,472,46,Self-Represented,6,3,1
KRA-CASE-01106,Customs Duty,13899573.79,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,578,35,Legal Counsel,2,44,1
KRA-CASE-01107,Withholding Tax,55172136.55,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,923,65,Tax Consultant,6,32,1
KRA-CASE-01108,Income Tax,19827750.54,High Court,Large Corporation,Valuation Dispute,240,74,Tax Consultant,9,21,0
KRA-CASE-01109,Income Tax,95378519.37,Tax Appeals Tribunal,Multinational,Valuation Dispute,1251,95,Legal Counsel,10,79,1
KRA-CASE-01110,VAT,60749200.23,Tax Appeals Tribunal,SME,Exemption Claim,1325,8,Legal Counsel,1,65,1
KRA-CASE-01111,Customs Duty,58707580.82,Tax Appeals Tribunal,Large Corporation,Exemption Claim,845,3,Self-Represented,10,54,1
KRA-CASE-01112,Income Tax,35806564.45,Tax Appeals Tribunal,Large Corporation,Exemption Claim,327,99,Legal Counsel,0,40,1
KRA-CASE-01113,Withholding Tax,1139557.38,Tax Appeals Tribunal,SME,Exemption Claim,506,71,Self-Represented,9,77,0
KRA-CASE-01114,Income Tax,52749873.03,Tax Appeals Tribunal,SME,Incorrect Assessment,1205,82,Legal Counsel,13,40,1
KRA-CASE-01115,Customs Duty,19855133.75,Tax Appeals Tribunal,SME,Procedural Error,592,53,Self-Represented,14,21,0
KRA-CASE-01116,PAYE,32721132.23,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,66,82,Tax Consultant,0,59,1
KRA-CASE-01117,Customs Duty,13149252.2,Court of Appeal,Individual,Procedural Error,720,82,Self-Represented,15,12,1
KRA-CASE-01118,Excise Duty,72339204.28,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,193,71,Tax Consultant,15,78,0
KRA-CASE-01119,VAT,39363082.8,High Court,SME,Incorrect Assessment,1756,47,Tax Consultant,3,3,1
KRA-CASE-01120,Income Tax,4831032.15,Tax Appeals Tribunal,Individual,Exemption Claim,1794,88,Legal Counsel,7,21,1
KRA-CASE-01121,VAT,19156411.35,Court of Appeal,SME,Procedural Error,1439,6,Legal Counsel,1,14,1
KRA-CASE-01122,VAT,94717128.84,Tax Appeals Tribunal,SME,Valuation Dispute,582,89,Self-Represented,4,74,1
KRA-CASE-01123,Excise Duty,12034146.89,Tax Appeals Tribunal,Individual,Valuation Dispute,1334,57,Legal Counsel,7,73,0
KRA-CASE-01124,Excise Duty,66143834.1,Court of Appeal,SME,Input Tax Credit,492,11,Legal Counsel,9,91,0
KRA-CASE-01125,VAT,35333319.26,High Court,Individual,Double Taxation,1453,9,Self-Represented,15,7,0
KRA-CASE-01126,Income Tax,1362154.28,Tax Appeals Tribunal,Large Corporation,Double Taxation,1028,13,Legal Counsel,10,97,1
KRA-CASE-01127,Customs Duty,70865810.56,High Court,Large Corporation,Incorrect Assessment,296,28,Tax Consultant,12,57,1
KRA-CASE-01128,PAYE,51370731.05,High Court,Individual,Transfer Pricing Dispute,896,21,Legal Counsel,3,18,1
KRA-CASE-01129,Excise Duty,87625813.81,High Court,Individual,Input Tax Credit,413,34,Self-Represented,14,45,0
KRA-CASE-01130,Customs Duty,11876703.09,Tax Appeals Tribunal,SME,Double Taxation,338,50,Legal Counsel,10,6,1
KRA-CASE-01131,Excise Duty,27295257.23,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,427,37,Self-Represented,5,76,0
KRA-CASE-01132,Customs Duty,52979797.21,Tax Appeals Tribunal,SME,Procedural Error,1353,31,Tax Consultant,7,14,1
KRA-CASE-01133,VAT,89511093.16,Tax Appeals Tribunal,Individual,Incorrect Assessment,594,28,Tax Consultant,12,50,0
KRA-CASE-01134,Excise Duty,10175361.98,High Court,Multinational,Transfer Pricing Dispute,1044,26,Self-Represented,6,44,1
KRA-CASE-01135,Withholding Tax,28834855.35,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,409,64,Tax Consultant,15,94,0
KRA-CASE-01136,Customs Duty,85263765.73,High Court,Individual,Incorrect Assessment,371,23,Legal Counsel,14,18,1
KRA-CASE-01137,VAT,66619836.34,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,187,21,Legal Counsel,0,76,1
KRA-CASE-01138,Customs Duty,96955676.01,Tax Appeals Tribunal,SME,Double Taxation,997,14,Self-Represented,0,72,0
KRA-CASE-01139,Withholding Tax,99041789.51,High Court,SME,Statute of Limitations,1576,18,Tax Consultant,3,38,1
KRA-CASE-01140,Withholding Tax,33600951.28,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1388,62,Legal Counsel,14,1,1
KRA-CASE-01141,Customs Duty,30148346.58,Tax Appeals Tribunal,SME,Input Tax Credit,260,34,Legal Counsel,0,18,0
KRA-CASE-01142,Excise Duty,85633739.14,High Court,Individual,Input Tax Credit,93,31,Legal Counsel,13,46,1
KRA-CASE-01143,Income Tax,74449293.65,Tax Appeals Tribunal,Multinational,Incorrect Assessment,590,80,Legal Counsel,14,67,1
KRA-CASE-01144,Income Tax,26567667.85,High Court,Multinational,Valuation Dispute,1236,53,Tax Consultant,8,39,1
KRA-CASE-01145,Income Tax,4157942.74,Tax Appeals Tribunal,SME,Incorrect Assessment,917,58,Legal Counsel,11,36,1
KRA-CASE-01146,VAT,96948515.51,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1424,19,Legal Counsel,9,79,0
KRA-CASE-01147,PAYE,66448816.09,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,61,58,Self-Represented,9,75,1
KRA-CASE-01148,VAT,5366668.56,Tax Appeals Tribunal,SME,Procedural Error,132,32,Self-Represented,9,100,0
KRA-CASE-01149,PAYE,66549333.6,High Court,Individual,Incorrect Assessment,1490,34,Self-Represented,6,55,0
KRA-CASE-01150,PAYE,91830070.74,Tax Appeals Tribunal,Individual,Exemption Claim,539,86,Legal Counsel,13,51,0
KRA-CASE-01151,VAT,89308712.37,Court of Appeal,SME,Statute of Limitations,1184,55,Legal Counsel,10,74,1
KRA-CASE-01152,Income Tax,68347952.31,Tax Appeals Tribunal,Individual,Double Taxation,646,39,Self-Represented,14,69,1
KRA-CASE-01153,Income Tax,37627796.08,High Court,SME,Statute of Limitations,1108,56,Legal Counsel,11,59,1
KRA-CASE-01154,Customs Duty,42795533.64,Tax Appeals Tribunal,SME,Procedural Error,1174,3,Tax Consultant,13,11,1
KRA-CASE-01155,Income Tax,61540094.63,Tax Appeals Tribunal,Individual,Exemption Claim,290,79,Legal Counsel,9,6,1
KRA-CASE-01156,Excise Duty,12637287.27,High Court,SME,Input Tax Credit,1748,6,Self-Represented,8,83,1
KRA-CASE-01157,VAT,33381671.28,Tax Appeals Tribunal,SME,Input Tax Credit,1444,42,Tax Consultant,3,94,0
KRA-CASE-01158,PAYE,67457579.29,High Court,Individual,Double Taxation,1087,18,Legal Counsel,15,17,1
KRA-CASE-01159,Income Tax,89510481.5,High Court,Individual,Transfer Pricing Dispute,1502,0,Tax Consultant,6,14,1
KRA-CASE-01160,VAT,53569.39,High Court,Individual,Incorrect Assessment,536,26,Self-Represented,0,64,0
KRA-CASE-01161,Excise Duty,39101853.63,Court of Appeal,SME,Input Tax Credit,406,30,Tax Consultant,8,78,0
KRA-CASE-01162,Withholding Tax,43941028.58,High Court,Individual,Statute of Limitations,1332,2,Self-Represented,7,21,0
KRA-CASE-01163,PAYE,74179388.8,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,622,85,Self-Represented,15,47,1
KRA-CASE-01164,Withholding Tax,27554375.79,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,883,54,Self-Represented,9,58,0
KRA-CASE-01165,VAT,56442697.96,Tax Appeals Tribunal,SME,Input Tax Credit,117,45,Tax Consultant,14,92,0
KRA-CASE-01166,Excise Duty,27726558.71,Court of Appeal,SME,Double Taxation,744,90,Legal Counsel,2,22,1
KRA-CASE-01167,Withholding Tax,15182701.31,High Court,SME,Input Tax Credit,1494,100,Self-Represented,9,50,0
KRA-CASE-01168,VAT,91620194.35,High Court,SME,Input Tax Credit,1270,84,Self-Represented,8,16,1
KRA-CASE-01169,Withholding Tax,32441457.39,Court of Appeal,SME,Valuation Dispute,168,5,Self-Represented,5,29,0
KRA-CASE-01170,VAT,66542834.09,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1586,29,Tax Consultant,7,13,1
KRA-CASE-01171,Income Tax,72829907.8,Tax Appeals Tribunal,Multinational,Incorrect Assessment,156,78,Legal Counsel,1,95,1
KRA-CASE-01172,VAT,44180768.84,Tax Appeals Tribunal,Large Corporation,Procedural Error,386,41,Self-Represented,14,48,0
KRA-CASE-01173,Income Tax,98887642.85,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1035,56,Legal Counsel,7,25,1
KRA-CASE-01174,Withholding Tax,16250853.73,High Court,Large Corporation,Double Taxation,206,74,Self-Represented,3,26,0
KRA-CASE-01175,VAT,81010384.28,High Court,SME,Valuation Dispute,1193,69,Tax Consultant,10,23,1
KRA-CASE-01176,Withholding Tax,73011212.71,Court of Appeal,Large Corporation,Input Tax Credit,419,26,Legal Counsel,15,64,1
KRA-CASE-01177,Customs Duty,35680695.0,High Court,Multinational,Incorrect Assessment,928,54,Legal Counsel,2,72,1
KRA-CASE-01178,VAT,12762878.77,Tax Appeals Tribunal,Individual,Input Tax Credit,502,6,Legal Counsel,10,2,1
KRA-CASE-01179,Income Tax,82141714.12,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1470,45,Self-Represented,5,36,1
KRA-CASE-01180,VAT,53465659.82,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,847,79,Self-Represented,3,74,1
KRA-CASE-01181,Excise Duty,93695842.24,Court of Appeal,Large Corporation,Procedural Error,722,53,Legal Counsel,10,97,0
KRA-CASE-01182,VAT,13971898.38,Tax Appeals Tribunal,Large Corporation,Procedural Error,512,63,Self-Represented,1,44,1
KRA-CASE-01183,VAT,94993282.89,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1159,61,Tax Consultant,8,92,1
KRA-CASE-01184,VAT,10450918.58,Tax Appeals Tribunal,Individual,Exemption Claim,913,61,Legal Counsel,7,2,0
KRA-CASE-01185,VAT,2684064.26,High Court,Individual,Valuation Dispute,1426,87,Legal Counsel,15,6,1
KRA-CASE-01186,Excise Duty,76579867.47,High Court,SME,Valuation Dispute,1155,17,Self-Represented,3,78,1
KRA-CASE-01187,Customs Duty,35211320.14,Tax Appeals Tribunal,Multinational,Double Taxation,505,11,Legal Counsel,7,52,1
KRA-CASE-01188,Withholding Tax,75269277.91,High Court,SME,Procedural Error,1672,1,Tax Consultant,7,7,1
KRA-CASE-01189,VAT,5712626.1,Tax Appeals Tribunal,SME,Exemption Claim,746,77,Legal Counsel,7,37,1
KRA-CASE-01190,Income Tax,60632078.33,Tax Appeals Tribunal,Individual,Incorrect Assessment,186,32,Tax Consultant,6,63,0
KRA-CASE-01191,Withholding Tax,73535101.85,Tax Appeals Tribunal,Multinational,Double Taxation,938,91,Legal Counsel,11,99,1
KRA-CASE-01192,PAYE,29303707.24,High Court,SME,Transfer Pricing Dispute,683,89,Legal Counsel,3,6,1
KRA-CASE-01193,Customs Duty,90047516.49,High Court,Large Corporation,Transfer Pricing Dispute,190,26,Tax Consultant,7,39,1
KRA-CASE-01194,Withholding Tax,55318918.21,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,103,30,Legal Counsel,14,14,1
KRA-CASE-01195,VAT,49915803.66,Tax Appeals Tribunal,SME,Valuation Dispute,645,10,Self-Represented,12,63,0
KRA-CASE-01196,VAT,86284142.39,Tax Appeals Tribunal,Individual,Double Taxation,806,23,Legal Counsel,1,84,1
KRA-CASE-01197,Customs Duty,3179044.64,High Court,Multinational,Exemption Claim,1726,33,Tax Consultant,6,96,1
KRA-CASE-01198,VAT,34127391.28,High Court,SME,Valuation Dispute,1632,93,Tax Consultant,1,13,0
KRA-CASE-01199,PAYE,38841650.75,High Court,Large Corporation,Input Tax Credit,898,73,Legal Counsel,8,20,1
KRA-CASE-01200,Excise Duty,46759880.68,Court of Appeal,Individual,Procedural Error,604,87,Tax Consultant,2,31,1
KRA-CASE-01201,PAYE,29617700.52,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,770,34,Legal Counsel,0,15,1
KRA-CASE-01202,Customs Duty,56865685.5,Tax Appeals Tribunal,SME,Statute of Limitations,938,59,Self-Represented,0,59,0
KRA-CASE-01203,VAT,96590255.01,Tax Appeals Tribunal,Large Corporation,Double Taxation,866,7,Legal Counsel,2,35,1
KRA-CASE-01204,PAYE,55167214.68,Court of Appeal,SME,Transfer Pricing Dispute,1598,100,Legal Counsel,15,16,1
KRA-CASE-01205,Income Tax,63052300.93,Tax Appeals Tribunal,Large Corporation,Procedural Error,506,14,Legal Counsel,5,87,1
KRA-CASE-01206,PAYE,86063999.24,Tax Appeals Tribunal,Individual,Double Taxation,154,91,Tax Consultant,8,2,0
KRA-CASE-01207,Withholding Tax,84500843.56,High Court,SME,Procedural Error,1259,30,Legal Counsel,2,64,1
KRA-CASE-01208,Excise Duty,11362597.21,Tax Appeals Tribunal,Individual,Exemption Claim,1728,87,Legal Counsel,13,36,1
KRA-CASE-01209,Income Tax,2518225.43,High Court,SME,Valuation Dispute,1365,47,Legal Counsel,9,79,1
KRA-CASE-01210,VAT,16073266.28,Tax Appeals Tribunal,Multinational,Procedural Error,247,77,Legal Counsel,10,65,0
KRA-CASE-01211,Withholding Tax,78098331.43,Tax Appeals Tribunal,SME,Exemption Claim,470,48,Tax Consultant,1,84,0
KRA-CASE-01212,Withholding Tax,15049964.86,High Court,Large Corporation,Incorrect Assessment,489,72,Legal Counsel,13,68,1
KRA-CASE-01213,Withholding Tax,12168175.19,High Court,Large Corporation,Input Tax Credit,1380,67,Legal Counsel,10,34,1
KRA-CASE-01214,Income Tax,83609093.6,Tax Appeals Tribunal,Individual,Double Taxation,1666,98,Tax Consultant,7,58,0
KRA-CASE-01215,Customs Duty,74831418.52,Tax Appeals Tribunal,Individual,Valuation Dispute,771,10,Legal Counsel,2,46,0
KRA-CASE-01216,Withholding Tax,48441244.22,Tax Appeals Tribunal,Large Corporation,Double Taxation,1196,16,Tax Consultant,7,99,1
KRA-CASE-01217,Excise Duty,67426807.45,High Court,Large Corporation,Transfer Pricing Dispute,729,40,Self-Represented,13,53,1
KRA-CASE-01218,PAYE,98325612.67,Tax Appeals Tribunal,Large Corporation,Double Taxation,398,58,Self-Represented,3,53,1
KRA-CASE-01219,Customs Duty,76562680.26,High Court,SME,Incorrect Assessment,288,4,Tax Consultant,0,88,1
KRA-CASE-01220,Income Tax,98993851.71,Tax Appeals Tribunal,Multinational,Valuation Dispute,894,45,Self-Represented,7,91,0
KRA-CASE-01221,Customs Duty,11947012.88,High Court,Multinational,Incorrect Assessment,1509,5,Self-Represented,11,57,0
KRA-CASE-01222,Excise Duty,63101658.15,High Court,SME,Input Tax Credit,1463,17,Legal Counsel,2,19,1
KRA-CASE-01223,VAT,59375651.01,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,686,56,Self-Represented,8,98,0
KRA-CASE-01224,VAT,23264741.32,Tax Appeals Tribunal,Individual,Valuation Dispute,614,41,Legal Counsel,5,18,0
KRA-CASE-01225,VAT,81408018.66,High Court,Multinational,Double Taxation,911,66,Legal Counsel,10,12,1
KRA-CASE-01226,Customs Duty,28514856.12,Tax Appeals Tribunal,SME,Input Tax Credit,488,21,Legal Counsel,8,77,1
KRA-CASE-01227,VAT,92455359.46,High Court,Individual,Double Taxation,1160,65,Tax Consultant,0,76,1
KRA-CASE-01228,VAT,95987677.47,Tax Appeals Tribunal,Large Corporation,Procedural Error,1030,3,Legal Counsel,9,73,1
KRA-CASE-01229,Excise Duty,73222337.38,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,254,91,Legal Counsel,3,56,0
KRA-CASE-01230,Excise Duty,49350892.24,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1528,85,Self-Represented,11,10,1
KRA-CASE-01231,Withholding Tax,79342359.5,High Court,SME,Exemption Claim,595,58,Legal Counsel,2,90,0
KRA-CASE-01232,Withholding Tax,31515252.01,Court of Appeal,SME,Exemption Claim,419,71,Legal Counsel,1,81,1
KRA-CASE-01233,Withholding Tax,846660.3,Tax Appeals Tribunal,SME,Double Taxation,1409,25,Legal Counsel,4,62,0
KRA-CASE-01234,Income Tax,73369390.47,Tax Appeals Tribunal,Individual,Incorrect Assessment,1087,92,Legal Counsel,0,55,1
KRA-CASE-01235,VAT,49094580.63,High Court,Large Corporation,Procedural Error,886,88,Legal Counsel,12,80,1
KRA-CASE-01236,PAYE,23509842.9,Tax Appeals Tribunal,SME,Statute of Limitations,644,29,Tax Consultant,15,62,0
KRA-CASE-01237,Withholding Tax,39251395.08,Tax Appeals Tribunal,SME,Incorrect Assessment,478,14,Tax Consultant,9,53,0
KRA-CASE-01238,Excise Duty,32573434.77,High Court,Individual,Input Tax Credit,683,84,Self-Represented,12,90,0
KRA-CASE-01239,Income Tax,77379494.04,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1260,52,Legal Counsel,0,37,0
KRA-CASE-01240,Customs Duty,50773365.93,High Court,Large Corporation,Procedural Error,1181,98,Legal Counsel,10,52,1
KRA-CASE-01241,Excise Duty,80912602.83,Tax Appeals Tribunal,SME,Procedural Error,579,62,Legal Counsel,10,81,1
KRA-CASE-01242,VAT,30885639.42,Tax Appeals Tribunal,SME,Statute of Limitations,1127,26,Tax Consultant,3,78,1
KRA-CASE-01243,PAYE,33001933.44,High Court,Individual,Procedural Error,1673,48,Self-Represented,10,45,1
KRA-CASE-01244,PAYE,6393304.82,Tax Appeals Tribunal,Individual,Double Taxation,351,68,Legal Counsel,7,37,0
KRA-CASE-01245,Income Tax,91069845.33,Tax Appeals Tribunal,Individual,Double Taxation,57,4,Tax Consultant,3,64,0
KRA-CASE-01246,Excise Duty,79144778.99,Tax Appeals Tribunal,SME,Procedural Error,501,80,Tax Consultant,7,4,1
KRA-CASE-01247,Customs Duty,75004043.44,High Court,SME,Valuation Dispute,298,94,Tax Consultant,2,9,1
KRA-CASE-01248,VAT,50475740.82,High Court,Large Corporation,Procedural Error,60,95,Tax Consultant,4,12,1
KRA-CASE-01249,Withholding Tax,58840169.39,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,1637,41,Legal Counsel,0,38,0
KRA-CASE-01250,Customs Duty,45917618.6,Tax Appeals Tribunal,Multinational,Input Tax Credit,801,37,Legal Counsel,7,52,1
KRA-CASE-01251,PAYE,27891862.13,Tax Appeals Tribunal,Large Corporation,Double Taxation,813,2,Tax Consultant,12,47,0
KRA-CASE-01252,PAYE,71472144.43,Tax Appeals Tribunal,SME,Procedural Error,843,98,Legal Counsel,11,61,1
KRA-CASE-01253,PAYE,10939397.74,Tax Appeals Tribunal,Individual,Incorrect Assessment,225,71,Self-Represented,15,75,0
KRA-CASE-01254,Income Tax,8434683.33,Tax Appeals Tribunal,Large Corporation,Double Taxation,150,98,Legal Counsel,13,39,1
KRA-CASE-01255,Withholding Tax,33819954.64,Tax Appeals Tribunal,SME,Valuation Dispute,1814,0,Legal Counsel,6,96,0
KRA-CASE-01256,PAYE,79479844.29,Tax Appeals Tribunal,SME,Double Taxation,689,59,Legal Counsel,2,13,1
KRA-CASE-01257,Excise Duty,69940593.61,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1094,95,Self-Represented,6,56,1
KRA-CASE-01258,VAT,3954241.68,Tax Appeals Tribunal,Individual,Input Tax Credit,316,95,Tax Consultant,13,51,0
KRA-CASE-01259,VAT,29710264.77,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1100,41,Legal Counsel,11,72,1
KRA-CASE-01260,Withholding Tax,16636269.97,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1093,77,Legal Counsel,14,26,1
KRA-CASE-01261,Customs Duty,92711605.39,High Court,Multinational,Statute of Limitations,366,67,Legal Counsel,15,1,1
KRA-CASE-01262,Customs Duty,41659479.16,Tax Appeals Tribunal,Individual,Procedural Error,668,89,Self-Represented,3,68,0
KRA-CASE-01263,Excise Duty,33136961.29,Tax Appeals Tribunal,SME,Statute of Limitations,166,44,Legal Counsel,7,44,1
KRA-CASE-01264,Withholding Tax,1462242.44,Tax Appeals Tribunal,SME,Valuation Dispute,1226,93,Legal Counsel,12,32,1
KRA-CASE-01265,PAYE,54124648.47,High Court,Individual,Statute of Limitations,240,93,Legal Counsel,5,33,1
KRA-CASE-01266,PAYE,10277096.38,High Court,SME,Valuation Dispute,706,73,Tax Consultant,8,94,0
KRA-CASE-01267,PAYE,66866266.51,Tax Appeals Tribunal,Individual,Double Taxation,473,11,Tax Consultant,4,18,0
KRA-CASE-01268,Income Tax,47572626.84,Tax Appeals Tribunal,Individual,Procedural Error,310,65,Tax Consultant,13,85,1
KRA-CASE-01269,Excise Duty,32742581.94,Tax Appeals Tribunal,Individual,Valuation Dispute,802,99,Legal Counsel,15,45,1
KRA-CASE-01270,Customs Duty,83873010.11,Tax Appeals Tribunal,Individual,Double Taxation,370,81,Tax Consultant,4,55,1
KRA-CASE-01271,PAYE,44192599.46,High Court,SME,Incorrect Assessment,1172,55,Legal Counsel,5,3,1
KRA-CASE-01272,Customs Duty,85544462.7,High Court,SME,Valuation Dispute,467,78,Legal Counsel,6,48,1
KRA-CASE-01273,Customs Duty,17941609.72,High Court,Individual,Input Tax Credit,769,67,Self-Represented,9,42,0
KRA-CASE-01274,VAT,91108523.55,Court of Appeal,SME,Procedural Error,1272,34,Self-Represented,8,82,1
KRA-CASE-01275,Excise Duty,39859485.51,Court of Appeal,Large Corporation,Transfer Pricing Dispute,1310,7,Tax Consultant,0,91,1
KRA-CASE-01276,Excise Duty,99723296.16,High Court,SME,Input Tax Credit,1565,82,Tax Consultant,3,4,1
KRA-CASE-01277,Customs Duty,2932255.16,High Court,Individual,Statute of Limitations,1813,16,Self-Represented,3,7,0
KRA-CASE-01278,Excise Duty,63765941.66,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1776,24,Legal Counsel,0,42,0
KRA-CASE-01279,Withholding Tax,84830591.09,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1087,1,Tax Consultant,12,53,1
KRA-CASE-01280,Withholding Tax,66980635.42,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1522,34,Self-Represented,14,5,1
KRA-CASE-01281,Customs Duty,60872476.08,High Court,SME,Procedural Error,667,35,Legal Counsel,3,43,1
KRA-CASE-01282,Excise Duty,56838917.91,High Court,SME,Input Tax Credit,210,14,Tax Consultant,5,93,1
KRA-CASE-01283,VAT,18606605.99,Tax Appeals Tribunal,Multinational,Statute of Limitations,1645,1,Legal Counsel,11,58,1
KRA-CASE-01284,VAT,87725978.94,Court of Appeal,SME,Double Taxation,1560,96,Legal Counsel,9,6,1
KRA-CASE-01285,Excise Duty,70606100.61,Tax Appeals Tribunal,Individual,Exemption Claim,877,28,Tax Consultant,8,25,0
KRA-CASE-01286,Income Tax,97928856.99,Tax Appeals Tribunal,SME,Incorrect Assessment,1033,45,Legal Counsel,11,98,1
KRA-CASE-01287,Withholding Tax,52328121.3,High Court,Large Corporation,Statute of Limitations,105,74,Legal Counsel,6,89,1
KRA-CASE-01288,Excise Duty,34724806.99,High Court,Large Corporation,Double Taxation,730,89,Tax Consultant,8,11,1
KRA-CASE-01289,PAYE,77352229.12,Tax Appeals Tribunal,SME,Procedural Error,266,66,Legal Counsel,5,60,1
KRA-CASE-01290,Income Tax,46751324.87,Tax Appeals Tribunal,SME,Procedural Error,690,89,Self-Represented,11,1,1
KRA-CASE-01291,Income Tax,42169705.89,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,413,45,Legal Counsel,14,69,1
